PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize,IsAlone,Title,AgeBin
66,0,3,"Harris, Col. Frank",male,29.87233405,2,1,75911,81.66,Q,4,0,Rare,"(18, 35]"
67,0,1,"Clark, Col. Sarah",male,30.369585,0,2,17263,18.75,S,3,0,Rare,"(18, 35]"
68,1,1,"Thomas, Mr. Martha",male,36.64577526,2,2,26274,70.85,C,5,0,Mr,"(35, 60]"
69,0,3,"Johnson, Master. John",male,29.64962258,0,1,77908,34.53,C,2,0,Master,"(18, 35]"
70,1,3,"Taylor, Miss. Robert",female,41.44872819,3,0,30056,97.47,S,4,0,Miss,"(35, 60]"
71,1,2,"Clark, Mr. Thomas",male,49.46290569,1,0,49862,53.98,S,2,0,Mr,"(35, 60]"
72,0,2,"Johnson, Dr. James",male,37.80934429,3,2,31581,119.39,Q,6,0,Rare,"(35, 60]"
73,0,3,"Robinson, Rev. Alice",male,30.14493668,2,1,31229,15.64,S,4,0,Rare,"(18, 35]"
74,1,2,"Martinez, Mr. Clara",male,11.63429275,3,1,52291,94.74,S,5,0,Mr,"(0, 12]"
75,1,1,"Thompson, Mrs. George",female,15.08840872,2,0,39552,82.48,S,3,0,Mrs,"(12, 18]"
76,1,1,"Brown, Master. Clara",male,25.72685414,0,0,55353,93.26,S,1,1,Master,"(18, 35]"
77,1,3,"Robinson, Miss. Sarah",female,29.19588204,0,0,78012,40.37,C,1,1,Miss,"(18, 35]"
78,0,3,"Taylor, Dr. Margaret",male,27.38240176,2,1,47230,61.59,S,4,0,Rare,"(18, 35]"
79,0,1,"Garcia, Dr. Joseph",male,30.79309895,3,0,20336,96.6,S,4,0,Rare,"(18, 35]"
80,0,1,"Thompson, Miss. Elizabeth",female,37.41569856,0,0,42847,31.74,S,1,1,Miss,"(35, 60]"
81,1,1,"White, Rev. Mary",male,29.01301711,1,2,35729,30.99,S,4,0,Rare,"(18, 35]"
82,1,3,"Johnson, Dr. Emma",male,36.81102301,0,0,93238,68.37,S,1,1,Rare,"(35, 60]"
83,0,1,"Johnson, Mrs. Thomas",female,30.90264181,1,0,82199,65.21,S,2,0,Mrs,"(18, 35]"
84,0,1,"Martin, Miss. John",female,2.343468071,3,1,45972,37.46,C,5,0,Miss,"(0, 12]"
85,0,3,"Martin, Dr. Thomas",male,16.84930449,1,1,26406,39.28,S,3,0,Rare,"(12, 18]"
86,0,1,"Johnson, Mrs. John",female,27.98277422,1,2,91922,36.95,S,4,0,Mrs,"(18, 35]"
87,1,3,"Taylor, Rev. William",male,31.006898200000002,1,0,49691,93.72,S,2,0,Rare,"(18, 35]"
88,1,1,"Robinson, Mr. William",male,38.39900222,1,2,90534,79.97,S,4,0,Mr,"(35, 60]"
89,1,1,"Harris, Miss. James",female,51.43051165,0,1,79924,100.73,C,2,0,Miss,"(35, 60]"
90,0,2,"Thompson, Mrs. Henry",female,47.06266592,1,2,22245,117.18,C,4,0,Mrs,"(35, 60]"
91,0,3,"Harris, Master. Joseph",male,27.01179981,0,1,75873,59.53,C,2,0,Master,"(18, 35]"
92,1,3,"Martin, Mrs. Florence",female,29.19588204,1,2,94015,12.67,S,4,0,Mrs,"(18, 35]"
93,1,3,"Martinez, Master. Thomas",male,32.0813444,2,2,32103,10.53,S,5,0,Master,"(18, 35]"
94,0,2,"Taylor, Master. Margaret",male,25.2807964,3,0,87569,39.0,S,4,0,Master,"(18, 35]"
95,1,3,"Thompson, Mr. Charles",male,21.41236271,1,2,86106,112.24,S,4,0,Mr,"(18, 35]"
96,0,1,"Jackson, Master. Mary",male,25.76542439,2,0,30210,65.17,C,3,0,Master,"(18, 35]"
97,0,2,"Robinson, Master. Emma",male,24.56552454,1,0,32439,36.26,C,2,0,Master,"(18, 35]"
98,0,3,"Thompson, Rev. William",male,32.38582711,1,0,96341,50.9,C,2,0,Rare,"(18, 35]"
99,0,1,"Smith, Rev. Charles",male,32.24803573,1,0,91851,73.84,Q,2,0,Rare,"(18, 35]"
100,0,1,"Martinez, Master. Anna",male,30.04264428,2,2,89316,80.09,C,5,0,Master,"(18, 35]"
101,0,1,"Taylor, Col. Charles",male,36.11713438,3,1,54252,22.7,S,5,0,Rare,"(35, 60]"
102,1,1,"Harris, Mrs. Joseph",female,46.66904785,2,1,83874,117.36,S,4,0,Mrs,"(35, 60]"
103,0,1,"Jackson, Master. George",male,43.2937579,3,1,15399,67.65,S,5,0,Master,"(35, 60]"
104,0,3,"White, Mrs. Henry",female,9.211428442,1,2,13718,20.6,S,4,0,Mrs,"(0, 12]"
105,1,2,"White, Mrs. James",female,1.0,0,0,20646,107.77,S,1,1,Mrs,"(0, 12]"
106,0,3,"Johnson, Col. Clara",male,31.006898200000002,1,1,15958,13.58,S,3,0,Rare,"(18, 35]"
107,0,3,"Robinson, Mr. Clara",male,31.006898200000002,3,2,94076,109.39,C,6,0,Mr,"(18, 35]"
108,1,2,"Clark, Mr. James",male,26.85328437,2,0,85598,119.61,S,3,0,Mr,"(18, 35]"
109,0,2,"Brown, Col. Thomas",male,13.61841764,1,1,44688,85.55,C,3,0,Rare,"(12, 18]"
110,0,2,"White, Master. Alice",male,28.789262305,2,0,95344,93.6,C,3,0,Master,"(18, 35]"
111,0,3,"Clark, Mrs. Elizabeth",female,37.58047819,2,1,37631,43.79,S,4,0,Mrs,"(35, 60]"
112,0,2,"Jackson, Mr. Frank",male,40.62817224,2,1,84991,113.28,S,4,0,Mr,"(35, 60]"
113,1,3,"Anderson, Mr. Elizabeth",male,21.92885439,1,1,64602,65.92,S,3,0,Mr,"(18, 35]"
114,1,2,"Anderson, Col. Emma",male,1.0,2,0,91016,89.22,C,3,0,Rare,"(0, 12]"
115,1,3,"Thompson, Master. Clara",male,31.006898200000002,2,2,93753,111.27,C,5,0,Master,"(18, 35]"
116,1,2,"Brown, Rev. Alice",male,35.48525608,1,0,13969,117.15,C,2,0,Rare,"(35, 60]"
117,1,2,"Taylor, Mrs. Robert",female,9.295238037,2,1,75278,100.82,S,4,0,Mrs,"(0, 12]"
118,0,3,"Garcia, Mr. Florence",male,32.56703888,1,0,92203,39.85,S,2,0,Mr,"(18, 35]"
119,1,3,"Garcia, Dr. William",male,29.78566211,3,2,81509,116.15,S,6,0,Rare,"(18, 35]"
120,0,1,"Smith, Miss. William",female,38.11008099,3,0,47967,77.23,C,4,0,Miss,"(35, 60]"
121,1,3,"Harris, Dr. Alice",male,31.006898200000002,3,2,94136,112.02,S,6,0,Rare,"(18, 35]"
122,1,3,"Brown, Col. Sarah",male,16.37703483,2,2,49596,82.75,S,5,0,Rare,"(12, 18]"
123,0,3,"Johnson, Mr. Sarah",male,46.75200102,0,0,73300,40.33,S,1,1,Mr,"(35, 60]"
124,0,3,"Johnson, Col. Frank",male,27.78058598,0,1,42096,47.55,S,2,0,Rare,"(18, 35]"
125,0,2,"Thompson, Dr. James",male,29.61773645,2,2,99783,68.3,S,5,0,Rare,"(18, 35]"
126,0,1,"Jackson, Col. Thomas",male,16.93424857,0,0,63227,95.85,S,1,1,Rare,"(12, 18]"
127,1,2,"Taylor, Mr. Florence",male,28.789262305,1,2,48985,41.57,S,4,0,Mr,"(18, 35]"
128,1,3,"Smith, Dr. Martha",male,17.612762,0,1,69446,71.67,S,2,0,Rare,"(12, 18]"
129,0,3,"Jackson, Dr. James",male,27.57875516,2,0,19564,44.75,C,3,0,Rare,"(18, 35]"
130,0,2,"Martin, Rev. Florence",male,28.789262305,2,0,17852,98.81,C,3,0,Rare,"(18, 35]"
131,0,1,"Clark, Dr. Anna",male,10.793384,1,0,30719,58.67,S,2,0,Rare,"(0, 12]"
132,0,3,"Thompson, Miss. Joseph",female,7.41014043,3,1,67619,13.82,C,5,0,Miss,"(0, 12]"
133,0,3,"Taylor, Rev. Anna",male,50.59638458,2,2,64476,24.1,S,5,0,Rare,"(35, 60]"
134,0,3,"Brown, Miss. Elizabeth",female,27.06946852,1,0,73471,12.03,S,2,0,Miss,"(18, 35]"
135,1,1,"White, Rev. Robert",male,20.63298166,0,2,70875,62.42,C,3,0,Rare,"(18, 35]"
136,0,2,"Smith, Miss. James",female,44.55866562,0,2,36741,17.23,C,3,0,Miss,"(35, 60]"
137,0,1,"Martin, Master. Martha",male,21.52138244,1,1,54589,18.13,C,3,0,Master,"(18, 35]"
138,1,3,"Harris, Mr. James",male,55.56413599,1,0,89516,113.22,S,2,0,Mr,"(35, 60]"
139,0,1,"Anderson, Mrs. Sarah",female,39.4909622,2,2,28830,105.36,S,5,0,Mrs,"(35, 60]"
140,1,3,"Clark, Mrs. Mary",female,23.16924029,0,0,50970,56.99,C,1,1,Mrs,"(18, 35]"
141,1,2,"Thomas, Mr. Thomas",male,60.20231499,1,0,51853,118.37,S,2,0,Mr,"(60, 80]"
142,0,3,"White, Miss. Frank",female,29.19588204,0,1,55268,5.02,S,2,0,Miss,"(18, 35]"
143,0,3,"Garcia, Col. Clara",male,40.38933521,1,0,62260,75.61,C,2,0,Rare,"(35, 60]"
144,0,3,"Martinez, Miss. Martha",female,29.19588204,0,0,27139,75.89,C,1,1,Miss,"(18, 35]"
145,0,1,"Smith, Rev. Sarah",male,48.22437805,3,2,58567,57.61,C,6,0,Rare,"(35, 60]"
146,0,1,"Anderson, Rev. Clara",male,30.369585,2,1,77499,50.65,S,4,0,Rare,"(18, 35]"
147,0,1,"Clark, Rev. Charles",male,30.44805809,0,0,83616,57.37,C,1,1,Rare,"(18, 35]"
148,0,3,"Johnson, Mrs. Henry",female,19.45214982,3,2,23917,52.72,S,6,0,Mrs,"(18, 35]"
149,0,3,"Brown, Mr. Clara",male,36.43961,0,1,51827,89.01,S,2,0,Mr,"(35, 60]"
150,0,3,"Martin, Miss. Robert",female,29.19588204,0,1,41685,20.57,S,2,0,Miss,"(18, 35]"
151,1,3,"Taylor, Mrs. Anna",female,58.18742147,3,2,71141,27.73,S,6,0,Mrs,"(35, 60]"
152,0,3,"Harris, Rev. Henry",male,31.006898200000002,0,2,26059,25.76,S,3,0,Rare,"(18, 35]"
153,0,1,"Clark, Master. Henry",male,24.88549828,0,2,45058,35.18,S,3,0,Master,"(18, 35]"
154,0,3,"Johnson, Col. William",male,32.58552428,2,2,68929,65.4,S,5,0,Rare,"(18, 35]"
155,1,2,"Robinson, Rev. Margaret",male,11.14023195,3,2,42495,17.79,S,6,0,Rare,"(0, 12]"
156,0,2,"Smith, Miss. William",female,16.39740346,3,0,28465,104.84,S,4,0,Miss,"(12, 18]"
157,1,3,"Thompson, Miss. George",female,46.80579471,1,0,22689,39.2,S,2,0,Miss,"(35, 60]"
158,1,1,"Garcia, Miss. Frank",female,20.80348009,0,1,16632,23.69,S,2,0,Miss,"(18, 35]"
159,0,1,"Garcia, Master. Clara",male,15.34324624,2,0,48038,82.7,C,3,0,Master,"(12, 18]"
160,1,3,"Smith, Master. Clara",male,37.51313854,0,0,60351,9.38,C,1,1,Master,"(35, 60]"
161,0,1,"Clark, Mr. James",male,46.59985817,0,0,90658,76.3,S,1,1,Mr,"(35, 60]"
162,1,3,"Harris, Rev. George",male,40.06534635,1,2,64805,85.29,C,4,0,Rare,"(35, 60]"
163,1,2,"Martin, Mr. Mary",male,43.9446676,0,1,42541,29.72,S,2,0,Mr,"(35, 60]"
164,0,2,"Jackson, Dr. George",male,19.40486876,2,1,30932,9.83,S,4,0,Rare,"(18, 35]"
165,0,2,"Anderson, Mrs. William",female,32.67790217,2,1,52917,46.82,C,4,0,Mrs,"(18, 35]"
166,1,2,"Clark, Miss. William",female,51.01867113,1,1,85718,16.34,S,3,0,Miss,"(35, 60]"
167,0,3,"Thompson, Miss. Joseph",female,25.48248226,0,0,50988,18.39,S,1,1,Miss,"(18, 35]"
168,0,2,"Thomas, Mrs. Charles",female,26.48833777,2,0,34881,34.24,S,3,0,Mrs,"(18, 35]"
169,0,3,"Clark, Col. Clara",male,48.59471799,0,2,30885,38.98,C,3,0,Rare,"(35, 60]"
170,0,3,"Martin, Col. Margaret",male,37.78722013,0,1,75308,65.95,S,2,0,Rare,"(35, 60]"
171,1,3,"Clark, Rev. George",male,36.38242881,0,0,77466,83.02,S,1,1,Rare,"(35, 60]"
172,0,3,"Martinez, Mrs. Frank",female,29.19588204,1,0,71186,73.17,S,2,0,Mrs,"(18, 35]"
173,0,3,"Clark, Col. Frank",male,20.99074477,0,2,75373,22.06,C,3,0,Rare,"(18, 35]"
174,0,1,"Brown, Master. John",male,30.369585,2,2,50441,24.79,S,5,0,Master,"(18, 35]"
175,1,1,"Martinez, Rev. Anna",male,30.79818375,0,2,75191,106.06,Q,3,0,Rare,"(18, 35]"
176,0,2,"Anderson, Master. Thomas",male,28.789262305,2,0,13037,69.21,S,3,0,Master,"(18, 35]"
177,1,3,"Jackson, Mrs. Charles",female,51.39855797,0,0,21802,105.04,S,1,1,Mrs,"(35, 60]"
178,0,1,"Robinson, Col. William",male,30.369585,2,2,61543,47.73,S,5,0,Rare,"(18, 35]"
179,1,3,"Taylor, Master. Thomas",male,37.53614511,2,1,76249,75.66,S,4,0,Master,"(35, 60]"
180,0,3,"Thomas, Col. Emma",male,31.006898200000002,0,2,69930,65.22,C,3,0,Rare,"(18, 35]"
181,0,2,"Taylor, Miss. Thomas",female,24.89066179,0,2,41552,41.7,S,3,0,Miss,"(18, 35]"
182,0,3,"Jackson, Mr. Joseph",male,18.25106466,2,2,38199,59.04,S,5,0,Mr,"(18, 35]"
183,1,1,"Robinson, Miss. Henry",female,15.37267128,3,2,86460,62.79,S,6,0,Miss,"(12, 18]"
184,1,1,"Thomas, Mr. Henry",male,30.369585,1,0,56254,28.09,S,2,0,Mr,"(18, 35]"
185,0,3,"Jackson, Rev. Sarah",male,58.78689982,3,1,16377,41.23,C,5,0,Rare,"(35, 60]"
186,1,3,"Thomas, Rev. Clara",male,31.006898200000002,3,2,16624,96.01,S,6,0,Rare,"(18, 35]"
187,1,3,"Clark, Mr. Charles",male,26.90244927,0,1,46877,110.32,S,2,0,Mr,"(18, 35]"
188,0,2,"Martin, Miss. Frank",female,26.1246138,1,1,74866,46.38,S,3,0,Miss,"(18, 35]"
189,0,2,"Johnson, Miss. William",female,34.30369377,3,1,88317,40.3,C,5,0,Miss,"(18, 35]"
190,0,3,"Thomas, Dr. Margaret",male,41.42032098,0,2,95755,27.45,S,3,0,Rare,"(35, 60]"
191,0,3,"Jackson, Rev. Anna",male,42.04662884,3,0,98148,83.03,S,4,0,Rare,"(35, 60]"
192,1,3,"Johnson, Dr. Sarah",male,21.83691586,3,2,71680,42.16,S,6,0,Rare,"(18, 35]"
193,1,2,"Taylor, Master. Florence",male,27.66029601,0,1,47453,118.59,S,2,0,Master,"(18, 35]"
194,1,3,"Garcia, Miss. William",female,33.95611931,0,1,80345,42.45,C,2,0,Miss,"(18, 35]"
195,0,2,"Harris, Master. John",male,26.51832423,0,0,11071,50.33,S,1,1,Master,"(18, 35]"
196,0,1,"Thompson, Col. Clara",male,52.50283806,1,2,24089,74.38,S,4,0,Rare,"(35, 60]"
197,1,3,"Thomas, Rev. Joseph",male,36.87364932,3,1,66482,97.19,S,5,0,Rare,"(35, 60]"
198,1,1,"Thompson, Master. James",male,40.288289,0,0,27555,58.99,S,1,1,Master,"(35, 60]"
199,1,3,"Thomas, Miss. Martha",female,39.28033776,2,1,44664,53.61,S,4,0,Miss,"(35, 60]"
200,1,2,"Garcia, Rev. Charles",male,28.789262305,3,0,57943,119.5,S,4,0,Rare,"(18, 35]"
201,1,1,"Anderson, Miss. Sarah",female,28.566028430000003,2,0,62855,6.21,S,3,0,Miss,"(18, 35]"
202,0,3,"Thomas, Rev. Margaret",male,11.84435273,1,2,57964,107.93,S,4,0,Rare,"(0, 12]"
203,0,3,"Harris, Master. Robert",male,35.59563132,0,1,15930,22.15,S,2,0,Master,"(35, 60]"
204,1,3,"Jackson, Mrs. Joseph",female,20.88100349,2,2,62505,95.38,S,5,0,Mrs,"(18, 35]"
205,0,3,"Thompson, Rev. Elizabeth",male,22.59936646,1,1,16705,76.06,S,3,0,Rare,"(18, 35]"
206,0,3,"Martin, Rev. Frank",male,38.20909626,0,2,84747,44.31,S,3,0,Rare,"(35, 60]"
207,0,3,"Jackson, Dr. Robert",male,31.006898200000002,2,1,83638,105.5,S,4,0,Rare,"(18, 35]"
208,1,3,"Anderson, Dr. John",male,30.29780207,2,2,35513,6.48,S,5,0,Rare,"(18, 35]"
209,0,2,"Jackson, Miss. Joseph",female,34.32366218,1,0,57516,31.07,S,2,0,Miss,"(18, 35]"
210,0,3,"Martin, Col. Florence",male,53.83100922,0,1,82512,70.19,S,2,0,Rare,"(35, 60]"
211,0,1,"White, Rev. Anna",male,33.37054451,0,1,47827,45.43,C,2,0,Rare,"(18, 35]"
212,1,3,"Thompson, Master. Emma",male,66.4235636,2,0,19637,75.19,Q,3,0,Master,"(60, 80]"
213,1,3,"White, Mrs. Sarah",female,37.91713504,2,2,60639,7.77,C,5,0,Mrs,"(35, 60]"
214,0,1,"Thompson, Col. Frank",male,5.349321372,2,1,76093,18.39,S,4,0,Rare,"(0, 12]"
215,1,3,"Harris, Mr. Robert",male,31.006898200000002,0,1,69028,19.62,C,2,0,Mr,"(18, 35]"
216,0,3,"Thomas, Rev. Martha",male,35.33621739,1,2,82070,26.77,S,4,0,Rare,"(35, 60]"
217,0,1,"Thompson, Mr. Thomas",male,48.05653856,1,0,46663,57.82,S,2,0,Mr,"(35, 60]"
218,1,3,"Martinez, Miss. Thomas",female,39.42453892,0,2,91689,91.49,S,3,0,Miss,"(35, 60]"
219,1,3,"Smith, Mrs. George",female,28.06161622,3,2,99181,109.14,C,6,0,Mrs,"(18, 35]"
220,1,1,"White, Mr. Thomas",male,30.369585,1,2,90090,101.07,S,4,0,Mr,"(18, 35]"
221,1,3,"White, Dr. James",male,27.0736744,2,1,25572,27.64,S,4,0,Rare,"(18, 35]"
222,0,2,"Taylor, Master. Florence",male,18.09271364,3,0,26864,55.73,C,4,0,Master,"(18, 35]"
223,0,3,"White, Rev. Elizabeth",male,21.8726717,3,0,22672,27.93,C,4,0,Rare,"(18, 35]"
224,0,3,"Brown, Master. Thomas",male,31.006898200000002,1,2,61629,35.41,S,4,0,Master,"(18, 35]"
225,0,3,"Clark, Rev. John",male,53.37866306,3,1,58915,62.91,S,5,0,Rare,"(35, 60]"
226,0,3,"Martinez, Col. Charles",male,35.52540142,3,2,54444,12.83,S,6,0,Rare,"(35, 60]"
227,1,3,"Brown, Master. Thomas",male,13.25763713,1,1,83116,30.09,C,3,0,Master,"(12, 18]"
228,0,3,"White, Col. Sarah",male,36.22443736,1,1,57920,112.57,S,3,0,Rare,"(35, 60]"
229,1,2,"Taylor, Mr. Clara",male,28.789262305,3,1,28909,58.6,S,5,0,Mr,"(18, 35]"
230,1,3,"White, Col. Charles",male,21.46303934,2,1,36090,56.22,C,4,0,Rare,"(18, 35]"
231,1,1,"Thompson, Mrs. Emma",female,28.12375967,0,0,88966,6.68,S,1,1,Mrs,"(18, 35]"
232,0,3,"Martin, Dr. Clara",male,31.006898200000002,3,1,76731,33.45,S,5,0,Rare,"(18, 35]"
233,0,1,"Martin, Miss. Emma",female,19.01142362,3,1,62610,104.62,S,5,0,Miss,"(18, 35]"
234,0,1,"Jackson, Col. Sarah",male,30.369585,2,2,75546,23.93,S,5,0,Rare,"(18, 35]"
235,0,1,"White, Col. Clara",male,28.30672592,3,2,15276,52.74,S,6,0,Rare,"(18, 35]"
236,1,3,"White, Mrs. Alice",female,35.87345421,3,0,15938,6.65,S,4,0,Mrs,"(35, 60]"
237,0,2,"Robinson, Miss. Thomas",female,17.57510951,0,2,15100,60.01,S,3,0,Miss,"(12, 18]"
238,0,3,"Martinez, Rev. Henry",male,23.8755838,0,1,27961,7.42,S,2,0,Rare,"(18, 35]"
239,1,1,"White, Col. Sarah",male,40.11333901,0,2,53652,99.26,S,3,0,Rare,"(35, 60]"
240,0,2,"Anderson, Rev. Thomas",male,24.78033587,1,0,72094,99.86,Q,2,0,Rare,"(18, 35]"
241,1,3,"Garcia, Master. James",male,54.17749392,1,2,78069,95.59,S,4,0,Master,"(35, 60]"
